source,cid1,cid1_name,cid2,cid2_name,sale_qtty,gmv,dt
self,15901,家居家装,15906,驱蚊驱虫,2315233,6.43E+07,May-19
self,15901,家居家装,15907,皮具护理,82974,1358403,May-19
pop,15901,家居家装,15907,皮具护理,168984,5291533,May-19
pop,15901,家居家装,16955,特殊商品,4212,0,May-19
pop,16750,美妆个护,16751,洗发护发,1271606,5.72E+07,May-19
self,16750,美妆个护,16751,洗发护发,7443103,5.15E+08,May-19
self,16750,美妆个护,16752,美发假发/造型,685151,2.86E+07,May-19
pop,16750,美妆个护,16752,美发假发/造型,679281,3.19E+07,May-19
self,16750,美妆个护,16753,身体护理,9360615,2.50E+08,May-19
pop,16750,美妆个护,16753,身体护理,4147155,1.54E+08,May-19
pop,16750,美妆个护,16754,女性护理,629466,2.14E+07,May-19
self,16750,美妆个护,16754,女性护理,11299861,1.17E+08,May-19
pop,16750,美妆个护,16755,口腔护理,1131918,3.39E+07,May-19
self,16750,美妆个护,16755,口腔护理,7537777,1.19E+08,May-19
self,17329,箱包配饰,2575,潮流女包,133368,2.41E+07,May-19
pop,17329,箱包配饰,2575,潮流女包,867627,8.91E+07,May-19
pop,17329,箱包配饰,2576,精品男包,650364,6.31E+07,May-19
self,17329,箱包配饰,2576,精品男包,199390,2.85E+07,May-19
self,17329,箱包配饰,2577,功能箱包,757342,9.61E+07,May-19
pop,17329,箱包配饰,2577,功能箱包,733539,7.85E+07,May-19
pop,17329,箱包配饰,17330,箱包皮具配件,477091,3.37E+07,May-19
self,17329,箱包配饰,17330,箱包皮具配件,273818,2.62E+07,May-19
pop,17979,酒类,17980,白酒,113659,2.45E+07,May-19
self,17979,酒类,17980,白酒,65675,4.88E+07,May-19
pop,17979,酒类,17981,啤酒,701228,3.79E+07,May-19
self,17979,酒类,17981,啤酒,60949,4443476,May-19
self,17979,酒类,17982,葡萄酒,22834,2155995,May-19
pop,17979,酒类,17982,葡萄酒,28460,1600786,May-19
pop,17979,酒类,17983,洋酒,23091,264662,May-19
self,17979,酒类,17983,洋酒,4055,1059694,May-19
pop,17979,酒类,17984,黄酒,8754,789403,May-19
self,17979,酒类,17984,黄酒,167,27558,May-19
pop,17979,酒类,17985,养生酒,5700,1424122,May-19
self,17979,酒类,17985,养生酒,2169,302564,May-19
pop,17979,酒类,17986,预调酒,1699,190218,May-19
self,17979,酒类,17986,预调酒,47785,4165552,May-19
pop,17988,食品饮料及生鲜,17989,饮料,7197558,3.13E+08,May-19
self,17988,食品饮料及生鲜,17989,饮料,242069,9949844,May-19
self,17988,食品饮料及生鲜,17990,牛奶乳品,318299,1.82E+07,May-19
pop,17988,食品饮料及生鲜,17990,牛奶乳品,1286232,6.56E+07,May-19
pop,17991,食品饮料及生鲜,17992,膨化食品,358060,5488434,May-19
self,17991,食品饮料及生鲜,17992,膨化食品,2321479,1.87E+07,May-19
pop,17991,食品饮料及生鲜,17993,饼干蛋糕,282771,2876742,May-19
self,17991,食品饮料及生鲜,17993,饼干蛋糕,3036817,2.03E+07,May-19
pop,17991,食品饮料及生鲜,17994,糖巧布丁,166979,4362488,May-19
self,17991,食品饮料及生鲜,17994,糖巧布丁,975892,2.88E+07,May-19
pop,17991,食品饮料及生鲜,17995,坚果蜜饯,125395,983236,May-19
self,17991,食品饮料及生鲜,17995,坚果蜜饯,117908,3571066,May-19
pop,17991,食品饮料及生鲜,17996,素食肉脯,677078,3321710,May-19
self,17991,食品饮料及生鲜,17996,素食肉脯,226242,3661847,May-19
self,17997,食品饮料及生鲜,17998,冲调品,168473,2985885,May-19
pop,17997,食品饮料及生鲜,17998,冲调品,309213,1.62E+07,May-19
self,17997,食品饮料及生鲜,17999,保健品,22298,197389,May-19
pop,17997,食品饮料及生鲜,17999,保健品,46762,2080781,May-19
self,18000,食品饮料及生鲜,18001,火腿/卤蛋,109785,3240192,May-19
pop,18000,食品饮料及生鲜,18001,火腿/卤蛋,167752,896523,May-19
self,18000,食品饮料及生鲜,18002,粉面粥汤/火锅,472719,1.58E+07,May-19
pop,18000,食品饮料及生鲜,18002,粉面粥汤/火锅,828917,3.02E+07,May-19
self,18000,食品饮料及生鲜,18003,速食罐头,11119,615677,May-19
pop,18000,食品饮料及生鲜,18003,速食罐头,12606,340245,May-19
self,18004,食品饮料及生鲜,18005,米面粮油,116678,1.23E+07,May-19
pop,18004,食品饮料及生鲜,18005,米面粮油,397538,3.43E+07,May-19
pop,18004,食品饮料及生鲜,18006,调味品,446857,7679788,May-19
self,18004,食品饮料及生鲜,18006,调味品,118536,6626412,May-19
pop,18004,食品饮料及生鲜,18007,南北干货,39690,313409,May-19
self,18004,食品饮料及生鲜,18007,南北干货,19060,417824,May-19
pop,18008,美妆个护,18009,女性护理,155001,1153543,May-19
self,18008,美妆个护,18009,女性护理,1223070,1.87E+07,May-19
pop,18008,美妆个护,18010,口腔护理,150924,1749083,May-19
self,18008,美妆个护,18010,口腔护理,315512,1.76E+07,May-19
pop,18008,美妆个护,18011,洗发护发,23049,556494,May-19
self,18008,美妆个护,18011,洗发护发,455168,1.91E+07,May-19
pop,18008,美妆个护,18012,身体护理,52847,662881,May-19
self,18008,美妆个护,18012,身体护理,702373,9142413,May-19
pop,18008,美妆个护,18013,美妆护肤,60944,1020892,May-19
self,18008,美妆个护,18013,美妆护肤,33437,1534327,May-19
self,18014,医药保健,18015,避孕用品,274872,2950641,May-19
pop,18014,医药保健,18015,避孕用品,17079,62545,May-19
pop,18014,医药保健,18016,情趣用品,45,1079,May-19
self,18014,医药保健,18016,情趣用品,1560,43852,May-19
self,18017,美妆个护,18018,衣物清洁护理,656929,4.81E+07,May-19
pop,18017,美妆个护,18018,衣物清洁护理,43005,1535361,May-19
self,18017,美妆个护,18019,家庭环境清洁剂,125020,9421567,May-19
pop,18017,美妆个护,18019,家庭环境清洁剂,36372,546125,May-19
self,18017,美妆个护,18020,室内除臭,183,24499,May-19
pop,18017,美妆个护,18020,室内除臭,7878,43959,May-19
pop,18017,美妆个护,18021,纸品湿巾,143402,3443875,May-19
self,18017,美妆个护,18021,纸品湿巾,197246,2.01E+07,May-19
self,18017,美妆个护,18022,驱虫驱蚊,77425,5484739,May-19
pop,18017,美妆个护,18022,驱虫驱蚊,58351,830315,May-19
self,18023,服装配饰,18024,百货,187988,5393855,May-19
pop,18023,服装配饰,18024,百货,120580,1461509,May-19
pop,18023,服装配饰,18025,家纺家饰,16617,213656,May-19
self,18023,服装配饰,18025,家纺家饰,380,2128,May-19
pop,18023,服装配饰,18026,鞋包服饰,45077,369703,May-19
self,18023,服装配饰,18026,鞋包服饰,33908,957269,May-19
pop,18027,家居家装,18028,装修设计,6001,519923,May-19
pop,18027,家居家装,18029,经营设备,18411,2564586,May-19
pop,18027,家居家装,18030,劳保用品,738,40969,May-19
pop,18033,家用电器,18035,厨房电器,9205,1469434,May-19
pop,18033,家用电器,18036,生活电器,3054,417700,May-19
pop,18038,手机数码,18040,电脑,2,13600,May-19
pop,18038,手机数码,18042,手机配件,34069,287298,May-19
self,18038,手机数码,18042,手机配件,9501,562396,May-19
self,18038,手机数码,18043,电池插座,45311,3267669,May-19
pop,18038,手机数码,18043,电池插座,6322,301132,May-19
pop,18038,手机数码,18044,手机数码其它,420,6954,May-19
self,18038,手机数码,18044,手机数码其它,27,799,May-19
pop,18045,电脑、办公,18046,笔类,2078,24417,May-19
pop,18045,电脑、办公,18047,本册/便签,406,2222,May-19
pop,18045,电脑、办公,18048,办公用纸,151,3271,May-19
pop,18045,电脑、办公,18049,画具画材,431,2757,May-19
pop,18045,电脑、办公,18050,学生文具,677,3701,May-19
pop,18045,电脑、办公,18051,办公文具,1385,8538,May-19
self,18045,电脑、办公,18051,办公文具,2343,68985,May-19
pop,18045,电脑、办公,18052,文件管理,261,2002,May-19
pop,18054,母婴用品,18055,母婴食品,10502,2077803,May-19
self,18054,母婴用品,18055,母婴食品,360,38933,May-19
pop,18054,母婴用品,18056,母婴用品,65703,767600,May-19
self,18054,母婴用品,18056,母婴用品,17060,1231760,May-19
pop,18054,母婴用品,18057,母婴服饰,155,4261,May-19
pop,18059,玩具乐器,18060,早教益智,9035,104761,May-19
pop,18059,玩具乐器,18061,模型玩具,4841,48299,May-19
pop,18059,玩具乐器,18062,户外玩具,9733,62388,May-19
pop,18063,食品饮料及生鲜,18064,乳品冷饮,70772,3104191,May-19
pop,18063,食品饮料及生鲜,18065,面点,72549,855424,May-19
self,18063,食品饮料及生鲜,18065,面点,75,7925,May-19
pop,18063,食品饮料及生鲜,18066,西式烘焙,17569,183818,May-19
pop,18063,食品饮料及生鲜,18067,冷冻调理品,3265,138881,May-19
pop,18063,食品饮料及生鲜,18068,冷藏熟食,767,37111,May-19
pop,18063,食品饮料及生鲜,18069,冷藏鲜食,175,1927,May-19
pop,18063,食品饮料及生鲜,18071,礼盒/卡券,1281,84173,May-19
pop,18063,食品饮料及生鲜,18072,蛋品,1635,44360,May-19
pop,18063,食品饮料及生鲜,18073,禽肉,2192,40098,May-19
pop,18063,食品饮料及生鲜,18074,猪牛羊肉,19000,822329,May-19
pop,18063,食品饮料及生鲜,18075,海鲜水产,3522,47266,May-19
pop,18063,食品饮料及生鲜,18076,水果,2419,144256,May-19
pop,18063,食品饮料及生鲜,18077,蔬菜,13651,165208,May-19
pop,18528,其他,18529,非遗陶瓷烧造,46,80166,May-19
pop,18528,其他,18530,非遗文房器乐,35,998,May-19
pop,18528,其他,18531,非遗编扎制,92,11358,May-19
pop,18528,其他,18532,非遗纺染织绣,3,3029,May-19
pop,18528,其他,18533,非遗金属加工,47,15238,May-19
pop,18528,其他,18534,非遗剪纸版绘,23,799,May-19
pop,18528,其他,18535,非遗雕刻塑造,208,23595,May-19
pop,18528,其他,18536,非遗漆器,12,7523,May-19
self,18712,食品饮料及生鲜,18728,基础食品,106,2759,May-19
pop,19882,其他,19883,手机/配件回收,753,0,May-19
pop,19882,其他,19886,电脑/配件回收,232,0,May-19
pop,19882,其他,19900,摄影摄像/配件回收,45,0,May-19
pop,19882,其他,19908,办公设备回收,87,0,May-19
pop,19882,其他,19922,影音/游戏回收,123,0,May-19
pop,19882,其他,19930,电子文化用品回收,5,0,May-19
