"source","cid1","cid1_name","main_brand_name","sub_brand_name","sub_brand_code","monther_comany","sub_company","sale_qtty","gmv","item_name","dt"
"self","12259","酒类","茅台","赖茅","10813","茅台集团","中国贵州茅台酒厂(集团)有限责任公司","6506","6134569.0","茅台 赖茅珍藏53度500ml*6瓶 整箱装 酱香型白酒","2019-05"
"self","12259","酒类","酒鬼","酒鬼（JIUGUI）","26050","酒鬼股份","酒鬼酒股份有限公司","2272","1355561.0","酒鬼 白酒 黑金版 馥郁香型 52度 500ml*6瓶 整箱装","2019-05"
"self","15248","家纺","南极人","南极人（Nanjiren）","142001","南极人(上海)股份有限公司","南极人(上海)股份有限公司","599590","5.0320079E7","南极人（Nanjiren）被芯家纺 羽丝绒被子加厚保暖春秋单人被子被芯亲肤棉被空调被 条纹-米黄 150*200cm-4","2019-05"
"self","15901","家庭清洁/纸品","阿迪达斯","阿迪达斯（Adidas）","2828","阿迪达斯有限公司","阿迪达斯有限公司","1498","68131.0","阿迪达斯Adidas 原装进口 小白鞋清洁剂75ml 增白去黄去污 运动鞋带刷头擦鞋洗鞋清洁神器","2019-05"
"self","16750","个人护理","一叶子","一叶子（Oneleaf）","102889","上海黎姿化妆品有限公司","上海黎姿化妆品有限公司","21","969.0","一叶子植物精粹手霜套组30g*3（护手霜 滋润保湿修护 防止干裂）","2019-05"
"self","16750","个人护理","佰草集","佰草集（HERBORIST）","4151","上海家化联合股份有限公司","上海家化联合股份有限公司","10429","2285114.0","佰草集（HERBORIST）面膜 菁萃原液.瑰意幼颜（玫瑰） 面膜7片装","2019-05"
"self","16750","个人护理","御泥坊","阿芙（AFU）","2854","湖南御泥坊化妆品有限公司","北京茂思商贸有限公司","27354","1752353.0","阿芙（AFU）雕塑提升按摩油30ml（按摩油 紧实肌肤 调理油）","2019-05"
"self","16750","个人护理","欧莱雅","欧莱雅（LOREAL）","161383","莱雅公司","莱雅公司","771822","2.3789253E7","欧莱雅（LOREAL）透明质酸经典超值无硅油洗发水护发素套装（清爽洗发露润发乳）（旅行装赠品随机发货）","2019-05"
"self","16750","个人护理","百雀羚","百雀羚（PECHOIN）","4073","上海百雀羚日用化学有限公司","上海百雀羚日用化学有限公司","10570","238049.0","百雀羚小雀幸雪松纤纤深润美手霜40g（护手霜女修护滋润锁水保湿防止干燥）","2019-05"
"self","16750","个人护理","膜法世家","膜法世家","44815","上海悦目化妆品有限公司","上海悦目化妆品有限公司","1281","32875.0","膜法世家 玫瑰果丝滑柔嫩补水保湿手膜4对 手部护理套装 淡化细纹手部保养","2019-05"
"self","16750","个人护理","自然堂","自然堂（CHANDO）","21208","伽蓝（集团）股份有限公司","伽蓝（集团）股份有限公司","378","10173.0","自然堂（CHANDO）鲜嫩保湿护手霜 50g","2019-05"
"self","16750","个人护理","自然堂","自然堂（CHANO）","193786","伽蓝（集团）股份有限公司","伽蓝（集团）股份有限公司","5697","885648.0","自然堂 面霜 凝时鲜颜肌活霜  50g","2019-05"
"self","16750","个人护理","资生堂","资生堂（Shiseido）","128744","株式会社资生堂","株式会社资生堂","54896","2335350.0","资生堂（SHISEIDO）秀场造型高定型力发泥70G","2019-05"
"self","16750","个人护理","阿迪达斯","阿迪达斯（Adidas）","2828","阿迪达斯有限公司","阿迪达斯有限公司","110746","3874879.0","阿迪达斯（adidas）男士香波沐浴露劲纯表现250ml 三合一洗发洁面沐浴 不含皂基色素","2019-05"
"self","17329","箱包皮具","南极人","南极人（Nanjiren）","188790","南极人(上海)股份有限公司","南极人(上海)股份有限公司","10","1790.0","南极人（NanJiren)拉杆箱万向轮耐磨抗摔行李箱复古款男士女士登机箱旅行箱 20英寸黑色","2019-05"
"self","17329","箱包皮具","李宁","李宁（LI-NING）","168635","李宁体育(上海)有限公司","李宁体育(上海)有限公司","32","4183.0","李宁 双肩包 男子双肩背包休闲包旅行包电脑包 黑/金色","2019-05"
"self","17329","箱包皮具","森马","森马（Semir）","15214","浙江森马服饰有限公司","浙江森马服饰有限公司","241","21304.0","森马（Semir）钱包男多卡位学生休闲韩系潮流长短款男士卡包多功能超薄皮夹子竖款黑色","2019-05"
"self","17329","箱包皮具","海澜之家","海澜之家（HLA）","7835","海澜之家服饰有限公司","海澜之家服饰有限公司","531","60270.0","皮带男2019商务自动扣舒适大气腰带HZPAW3E090A黑色花纹(90)1150MM×35MM cz","2019-05"
"self","17329","箱包皮具","耐克","耐克（NIKE）","13305","耐克创新有限合伙公司","耐克创新有限合伙公司","172","34213.0","耐克（NIKE）男女款学生双肩书包 基础背包 BA5381-620 紫色","2019-05"
"self","17329","箱包皮具","阿迪达斯","阿迪达斯（Adidas）","2828","阿迪达斯有限公司","阿迪达斯有限公司","1965","295834.0","阿迪达斯（Adidas）青春款小肩包 休闲运动 BQ7000 海蓝色","2019-05"
"self","17979","新通路-酒类","五粮液","五粮液（WULIANGYE）","171672","五粮液集团","四川省宜宾五粮液集团有限公司","8001","2.2522622E7","礼品袋（适用于五粮液   A级祝君富贵吉祥礼盒   浓香型白酒 52度 500ml*2瓶 礼盒装）","2019-05"
"self","17979","新通路-酒类","古井贡","古井贡酒","7523","古井贡集团","安徽古井贡酒股份有限公司","1119","110659.0","【整箱】古井酒 中国强 3星 50度 500ml*6瓶","2019-05"
"self","17979","新通路-酒类","水井坊","水井坊","16147","水井坊股份","四川水井坊股份有限公司","72","144079.0","【整箱】水井坊 井台 浓香型白酒 52度 500ml*6瓶（内含3支手提袋）","2019-05"
"self","17979","新通路-酒类","洋河","洋河","26909","洋河酒厂","江苏洋河酒厂股份有限公司","3509","811700.0","礼品袋（适用于洋河 海之蓝 浓香型白酒 52度480ml*2瓶 礼盒装）","2019-05"
"self","17979","新通路-酒类","茅台","习酒","17981","茅台集团","贵州茅台酒厂(集团)习酒有限责任公司","273","107510.0","茅台 集团 习酒 银质 53度 500ml*6瓶 整箱装白酒 口感酱香型（新老包装随机发货）","2019-05"
"self","17979","新通路-酒类","茅台","白金酒","3942","茅台集团","贵州茅台酒厂（集团）白金酒责任有限公司","47","15345.0","贵州茅台集团白金酒公司 53度酱香型白酒（红酱A6）250mlX12 12瓶箱装","2019-05"
"self","17979","新通路-酒类","茅台","茅乡","98287","茅台集团","中国贵州茅台酒厂(集团)有限责任公司","115","18251.0","【整箱】茅台集团 福满四季20 浓香型白酒 52度500ml*6瓶(内含3支礼品袋）","2019-05"
"self","17979","新通路-酒类","茅台","茅台（MOUTAI）","12310","茅台集团","中国贵州茅台酒厂(集团)有限责任公司","2561","1.9659639E7","茅台（MOUTAI）茅台飞天酒 43度400ML*6瓶 （内含3支手提袋）","2019-05"
"self","17979","新通路-酒类","酒鬼","酒鬼（JIUGUI）","26050","酒鬼股份","酒鬼酒股份有限公司","503","65116.0","【整箱】酒鬼 湘泉 馥郁香型白酒 54度500ml*6瓶（内含3个手提袋）新老包装随机发货","2019-05"
"self","18004","新通路-粮油调味","恒顺","恒顺","8265","恒顺集团","江苏恒顺醋业股份有限公司","1796","96304.0","【整箱】恒顺（新B香） 镇江香醋500ml*12/箱","2019-05"
"self","18004","新通路-粮油调味","海天","海天","7876","海天集团","佛山市海天调味食品股份有限公司","7","34.0","海天老抽王500ml","2019-05"
"self","18004","新通路-粮油调味","海天","海天（HADAY）","137697","海天集团","佛山市海天调味食品股份有限公司","38995","2521544.0","海天（HADAY） 黄豆酱 340g","2019-05"
"self","18008","新通路-个护美妆","欧莱雅","欧莱雅（LOREAL）","13676","莱雅公司","莱雅公司","382","47958.0","【整包】欧莱雅（LOREAL）透明质酸水润润发乳护发素200ml*4（去油补水柔顺干枯）（新老包装随机发货）","2019-05"
"self","18008","新通路-个护美妆","百雀羚","百雀羚（PECHOIN）","4073","上海百雀羚日用化学有限公司","上海百雀羚日用化学有限公司","2319","69447.0","百雀羚 水润深层保湿乳 100ml","2019-05"
"self","18008","新通路-个护美妆","阿迪达斯","阿迪达斯（Adidas）","159853","阿迪达斯有限公司","阿迪达斯有限公司","4895","228198.0","阿迪达斯 男士功能型香波沐浴露 运动后舒缓250ml","2019-05"
"self","18023","新通路-鞋包服饰/百货","南极人","南极人（Nanjiren）","335258","南极人(上海)股份有限公司","南极人(上海)股份有限公司","1810","62376.0","【整盒】南极人（Nan ji ren） 商务休闲中筒精梳棉男袜 舒适透气吸汗袜子 混色均码10双装 N821","2019-05"
